1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325944124424540160,@heliobeltrao @arthurmoledoval daqui a pouco covas ganha a eleição no 1 turno super inflacionado kkkkkk o pesquisa mentirosa kkkkk me poupe boulos junto com russomano kkkkkkkkkkkkkkk o mbl toma vergonha.,positive,@heliobeltrao @arthurmoledoval in a little pits wins the election in the 1st super inflated round kkkkkk the lying research kkkkk save me boulos together with Russoman kkkkkkkkkkkkkkk the mbl is ashamed.
1325944103926894598,"@laurinhalero lembrando da intensidade que você falou ""gostoso"" sobre o boulos",neutral,"@laurinhalero remembering the intensity you said ""yummy"" about boulos"
1325944103301951489,@joelpinheiro85 mais ainda se der boulos...,positive,@ joelpinheiro85 even more if you give boulos ...
1325944102500888580,boulos indo para o segundo turno é um indicativo que a esquerda está se reerguendo após o golpe.,negative,boulos going into the second round is an indication that the left is rising after the blow.
1325944097371283457,"@lenu_als hahahaha a esperança do boulos é conseguir os votos úteis da esquerda. ainda dá, mas não apostaria nisso",positive,"@lenu_als hahahaha boulos' hope is to get useful votes from the left. still gives, but I wouldn't bet on that"
1325944096364654592,"#eleiçãosp com bolsonaro como cabo eleitoral, russomanno, que chegou a liderar, aparece atrás de boulos em nova pesquisa ibope. covas amplia vantagem",negative,"# elections with bolsonaro as an electoral cable, Russomanno, who came to lead, appears behind boulos in a new ibope poll. pits expands advantage"
1325944095274045440,@marapiovani a estampa é tudo! vc vota aqui? ai senhora n vai de boulos n?,neutral,@marapiovani the print is everything! do you vote here? ai lady n going to boulos n?
1325944094628192257,"@folha sem provas, ""jornalismo "" diz que trump não tem provas. ninguém interrompe o boulos o o lula quando eles falam asneiras. isso é censura, não tem outro nome. ""jornalismo""",positive,"@sheet without evidence, ""journalism"" says that trump has no evidence. no one interrupts the boulos or the squid when they talk nonsense. this is censorship, it has no other name. ""journalism"""
1325944088504512517,"caraca, boulos no segundo lugar! acho que ele fez bem ter ido no flow, ajudou a abrir um pouco mais a mente daquele tanto de incel-mongol-otaku-reaça que acompanham o podcast",positive,"damn, boulos in second place! I think he did well to go on the flow, helped to open up a little more the mind of that much of incel-mongol-otaku-reaça that accompany the podcast"
1325944087120375809,@nilsonhandebol lula e boulos,neutral,@nilsonhandebol lula and boulos
1325944080736677888,@joelpinheiro85 vai ser positivo se o boulos ganhar,positive,@ joelpinheiro85 will be positive if boulos wins
1325944080115896327,"@guilhermeboulos boulos ! quero votar em você. mas pô, para de falar merda na área da economia. abandona esses malucos auxiliares. chama o marcos lisboa! ou acemoglu!",negative,"@guilhermeboulos boulos! I want to vote for you. but hey, stop talking shit in the economy. abandon these auxiliary freaks. call marcos lisboa! or acemoglu!"
1325944070003429376,"papo sério: tatto e boulos já falaram q não são adversários. e ai fica os militudo brigando porque a esquerda não se une. vão atrás dos indecisos, vão virar voto que ta indo pra centro, pra direita, vai mostrar as propostas. não adianta nada vocês brigando por voto de esquerda.",negative,"serious talk: tatto and boulos already said q are not opponents. and there the militias are fighting because the left does not unite. they go after the undecided ones, they will become a vote that is going to the center, to the right, it will show the proposals. there's no use fighting you for the left vote."
1325944067763613696,infelizmente vou ser obrigada a transferir meu título pra sp e votar eu mesma no boulos,negative,unfortunately i will be forced to transfer my title to sp and vote for myself in boulos
1325944061082079232,sobre o boulos: tão deixando a gente sonhar,neutral,about boulos: so letting us dream
1325944060914315264,"@joelpinheiro85 não voto no boulos, mas olha, que puta campanha esse rapaz fez. merece parabéns.",neutral,"@ joelpinheiro85 I don't vote for boulos, but look, what a hell of a campaign this guy did. deserves congratulations."
1325944058808774657,@laurinhalero tenho orgulho de ser cadelinha do boulos,positive,@laurinhalero I am proud to be a boulos dog
1325944045466767361,@joelpinheiro85 ponto bom do boulos ganhar: enfraquece a esquerda com suas terraplanices econômicas a frente da prefeitura. ponto ruim : boulos ganhar.,positive,@ joelpinheiro85 good point for boulos to win: it weakens the left with its economic terraplanices in front of the city hall. bad point: boulos win.
1325944034163036162,@thiagoluiz1 @fgnoronha vai ter voto útil no frança de quem não quer covas e nem boulos.. isso vai ajudar. acredito que até eleitores do arthur venham,positive,@ thiagoluiz1 @fgnoronha will have a useful vote in france for those who don't want pits or boulos ... this will help. I believe that even arthur voters will come
1325944031113863168,queria tomar um chá com boulos,neutral,wanted to have tea with boulos
1325944026227478536,"@cavalosdocao macho tu é osso, preferir o márcio frança ao boulos kkkk frança mais psdbista impossível. muito cadelinha do ciro viu tu sei não",positive,"@cavalosdocao macho you are bone, prefer marcio france to boulos kkkk france more psdbista impossible. very cute Ciro puppy you know no"
1325944025778696194,@joelpinheiro85 boulos é lacrador. as propostas dele não tem fundamentação economica. não tem responsabilidade fiscal,negative,@ joelpinheiro85 boulos is a sealer. his proposals have no economic basis. has no fiscal responsibility
1325944022679121922,tema do dia: boulos,neutral,theme of the day: boulos
1325944017952141316,@discofalco @mauzpensamentos @jairmearrependi triste é ver o pdt apoiar o frança em vez do boulos.,negative,@discofalco @mauzpensamentos @jairmearrependi sad is to see the pdt supporting france instead of boulos.
1325944001866948608,"@joelpinheiro85 hahaha pqp seria terrível, lógico q é um cenário melhor (ou menos pior) que russomano x tatto, mas ainda sim, o nível da disputa será baixíssimo se estes 2 forem mesmo pro 2º turno, só de pensar em uma figura como boulos, e um prefeito tão fraco como covas tendo chances é bizarro",negative,"@ joelpinheiro85 hahaha pqp it would be terrible, of course q is a better (or less worse) scenario than russomano x tatto, but still, the level of the dispute will be very low if these 2 are really for the 2nd round, just thinking of a figure like boulos , and a mayor as weak as potholes having chances is bizarre"
1325943988294180877,são paulo vota no boulos pelo amor de deus!!!,positive,são paulo votes for boulos for the love of god !!!
1325943986201169920,amo caralhooo vem boulos,positive,love caralhooo come boulos
1325943951560470528,@bmandrake pra 2º turno é difícil mesmo. na conversa eu falava como isso pode atrapalhar o boulos.,negative,@bmandrake for the 2nd shift is really hard. in the conversation I talked about how it can disturb the boulos.
1325943949824024576,mais um direito de resposta concedido a boulos contra russomanno,positive,another right of reply granted to boulos against russomanno
1325943946460213249,"boulos passou o cavalo paraguaio fdp! sp faça esse 2º turno com o psol acontecer, pelamor!",negative,"boulos passed the Paraguayan horse fdp! sp make this 2nd round with psol happen, at least!"
1325943943624876035,"mas aí não deve ter o equivalente; joice hasselman, boulos, mamãe falei e hoje para completar a merda m, o márcio frança aparece ao lado do ciro gomes. quer mais ? kk",positive,"but there must be no equivalent; joice hasselman, boulos, mommy, and today to complete shit m, marcio france appears next to ciro gomes. want more? kk"
1325943932879036419,"09/11 reta final da eleição, com novas pesquisas ibope em são paulo, rio de janeiro, recife e belo horizonte destaque para sp onde o russomano está com 12%, numericamente atrás do boulos, com 13%. márcio frança vem colado.",negative,"11/11 final stretch of the election, with new ibope polls in são paulo, rio de janeiro, recife and belo horizonte highlight for sp where the russomano is with 12%, numerically behind boulos, with 13%. marcio france comes glued."
1325943927032213504,"porto alegre vai dar manuela pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%. é boulos, acabou psdb e sua corrupção generalizada.",neutral,"porto alegre will give manuela ibope research in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%. it's boulos, psdb and its widespread corruption ended."
1325943909172785153,bora boulos!!!!!,neutral,let's go boulos !!!!!
1325943900880637953,@joelpinheiro85 e você como bom liberal de direita irá fácil no boulos né. tu é uma piada!,positive,@ joelpinheiro85 and you as a good right-wing liberal will go easy on boulos. you are a joke!
1325943867879927809,eu vou amar. o pé na bunda do boulos kkkkkk,positive,I will love. the foot in the ass of boulos kkkkkk
1325943860766396418,boulos em segundo no sp,neutral,boulos second in sp
1325943851111112705,por favor não deixem o covas ganhar no primeiro turno não deixem ele ganhar em nenhum turno não votem no covas e votem no boulos pronto,positive,please don't let the caves win in the first round don't let him win in any round don't vote in the caves and vote for the boulos ready
1325943840537153536,"pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% | eleições 2020 em são paulo #noticiasnotunein para ouvir esta e outras notícias, clique",negative,"ibope survey in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% | 2020 elections in são paulo #noticiasnotunein to hear this and other news, click"
1325943829166497798,"ibope: covas vai a 32%, e russomanno cai para 12%; boulos tem 13%, e frança, 10%.",neutral,"ibope: pits goes up to 32%, and russomanno drops to 12%; boulos has 13% and france 10%."
1325943826515554304,o brasil nunca foi tão feliz quanto no tempo em que foi presidido por um ex-operário sindicalista. são paulo será mais feliz se escolher um líder de um movimento social tão importante. que boulos seja eleito prefeito em são paulo. os paulistanos merecem esse cuidado.,positive,Brazil has never been happier than when it was chaired by a former union worker. são paulo will be happier if you choose a leader of such an important social movement. that boulos be elected mayor in são paulo. paulistanos deserve this care.
1325943808056561672,"pergunta real: boulos passou russomanno ou russomanno passou boulos negativamente? considerem que boulos não teve alteração nas intenções de voto, e russomanno caiu.",negative,"real question: did boulos pass Russomanno or Russomanno negatively Boulos? consider that boulos had no change in voting intentions, and russomanno fell."
1325943803203768327,se o boulos ganhar eu acredito na humanidade,positive,if boulos wins i believe in humanity
1325943798229250050,"@folha_poder vai, boulos e erundina!",neutral,"@folha_poder go, boulos and erundina!"
1325943763286581249,"@rmafei boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina.",neutral,"@rmafei boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina."
1325943757666185216,@valoreconomico boulos será a pedra no sapatinho de balé do dória,neutral,@valoreconomico boulos will be the stone in dória's ballet shoe
1325943753438355456,"@motokomunnist pois é, são duas eleições distintas e aqui em sp quem eu conheço vai votar na minha candidata a vereança, mas vai de boulos na majoritaria",neutral,"@motokomunnist so it is, there are two different elections and here in sp who I know will vote for my candidate for summer, but will be in the majority"
1325943752263950336,@paulomathias meu deus....boulos???? esse povo vive no mundo da lua.,positive,@paulomathias my god .... boulos ???? these people live in the world of the moon.
1325943747499134984,queria ter transferido meu título de eleitor pra sp pra eu poder votar no boulos aff,neutral,I wish I had transferred my voter title to SP so I could vote for the boulos aff
1325943746899406849,vamos transformar são paulo na capital da esperança com boulos 50 e com as juntas - mulheres sem teto 50400! #virasp50,neutral,let's turn são paulo into the capital of hope with boulos 50 and together - 50400 homeless women! # virasp50
1325943733133717507,"@joelpinheiro85 o que tem de positivo nisso? covas é mais do mesmo. boulos nunca administrou nem barraquinha de cachorro quente. pqp, estamos falando da maior cidade da américa latina, caramba. merecia coisa melhor. bem",positive,"@ joelpinheiro85 what is positive about it? pits is more of the same. boulos never managed even a hot dog stand. pqp, we're talking about the biggest city in latin america, damn it. deserved better. good"
1325943719833571330,"trump fora, boulos indo bem nas pesquisas, bolsonaro cada vez mais isolado no continente, possiveis vacinas com números otimistas... sensação que as coisas estão caminhando pra um rumo melhor",positive,"trump out, boulos doing well in research, bolsonaro increasingly isolated on the continent, possible vaccines with optimistic numbers ... feeling that things are moving in a better direction"
1325943710941581315,"@guilhermeboulos mesmo aqui em são luís ma, gostaria muito que o boulos fosse o prefeito de são paulo! tem muito a contribuir com essa cidade com suas propostas honestas!",positive,"@guilhermeboulos even here in são luís ma, i would really like boulos to be the mayor of são paulo! has a lot to contribute to this city with its honest proposals!"
1325943705061253122,malandro é o boulos que chegou em segundo na pesquisa sem aumentar as intenções de 30 out pra cá. reparem que o russomano derreteu e os 8% que ele perdeu teóricamente estão indo pro covas e pro arthur. fé no pai que o boulos n tem chance de vencer em sp.,positive,malandro is the boulos who came in second in the poll without increasing his intentions from 30 out here. notice that the Russoman has melted and the 8% that he theoretically lost are going to pits and arthur. faith in the father that boulos has no chance of winning in sp.
1325943675684261889,@guilhermeboulos boulos você tem que convencer a coxinhada,neutral,@guilhermeboulos boulos you have to convince coxinhada
1325943674258280449,"@somoslivressim pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10%",neutral,"@somoslivressim ibope research in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10%"
1325943658294734850,"@joelpinheiro85 por isso que a galera tem quevotar no frança, para ser um 2o turno emocionante. se for contra o boulos, nem vai ter graça, pq todo mundo sabe que dá covas.",positive,"@ joelpinheiro85 that is why people have to vote in france, to be an exciting 2nd round. if it’s against boulos, it won’t be funny, because everyone knows it pits."
1325943655149019139,acorda são paulo!!! vcs estão vendendo votos ?? boulos e covas??? chocada!!!!!,negative,wake up sao paulo !!! are you selling votes ?? boulos and caves ??? shocked !!!!!
1325943654582792192,"ooooorra aí sim boulos, eu tava desesperançosa mas agora deu até vontade de fazer uma boquinha de urna",negative,"ooooorra yes yes boulos, I was hopeless but now I even wanted to make a little urn"
1325943654087876608,"@natthigiro o russomanno é o único que vem caindo desde o começo. já está fora do jogo. restam 3 possibilidades: covas x boulos, covas x frança ou covas ganhando no primeiro turno. a primeira é a maior provável.",positive,"@natthigiro russomanno is the only one that has been falling since the beginning. is already out of the game. 3 possibilities remain: pits x boulos, pits x france or pits winning in the first round. the first is the most likely."
1325943652628230145,"@veramagalhaes já pensou, um segundo turno, entre o covas e o boulos??? será que ainda é possível, sonhar? hahahahahah",negative,"@veramagalhaes already thought, a second round, between the covas and the boulos ??? is it still possible to dream? hahahahahah"
1325943645225312257,não curto o psol mas curto o boulos p crl,neutral,I don't like psol but I like boulos p crl
1325943633149833219,"@veramagalhaes na rádio kissfm (a única que ouço) a cada intervalo tem comercial do russomano com o bozo. covas liderando e boulos no segundo lugar agora. fico feliz de ver o bolsonarismo derretendo, espero que até 2022 perca força e não haja reeleição do atual (des)governo.",positive,"@veramagalhaes on the radio kissfm (the only one I hear) at every interval there is a Russomano commercial with bozo. leading pits and boulos in second place now. I am happy to see Bolsonarism melting, I hope that by 2022 it will lose strength and there will be no reelection of the current (de) government."
1325943604267921408,@ptbrasil ótima hora pra esvaziar tatto e dar fôlego ao boulos!,positive,@ptbrasil great time to empty tatto and give breath to boulos!
1325943592670605312,"@ladyrasta o pt faz um papel importante e também ajuda a derreter russomanno, faz sua campanha sem desmerecer boulos mesmo disputando o mesmo voto. faz a defesa do partido e ainda uma retaguarda do boulos.",positive,"@ladyrasta the pt plays an important role and also helps to melt Russomanno, does his campaign without disparaging boulos even disputing the same vote. makes the defense of the party and still a rearguard of the boulos."
1325943583728427012,"@lucasfelix mds as maiores capitais do país com covas, boulos, russomanno.. outra com paes e crivella. esse país não tem jeito mesmo",neutral,"@lucasfelix mds the biggest capitals in the country with pits, boulos, russomanno .. another one with country and crivella. this country has no way"
1325943573016145922,@dcm_online e honra a vitória do boulos 50 em são paulo... são paulo não que mais um pleyboy. o boulos 50 é a solução para são paulo ser mais forte do que já é. são paulo tem que ser um povo unidos por são paulo. e o boulos 50 é essa união né não são,positive,"@dcm_online and honor the victory of boulos 50 in são paulo ... são paulo is not that another pleyboy. boulos 50 is the solution for são paulo to be stronger than it already is. são paulo has to be a people united by são paulo. and boulos 50 is this union, right?"
1325943571921448961,@vermelhos_sim @cylene_d no rio vale o voto útil na martha.... em sp não vale no boulos???,positive,@vermelhos_sim @cylene_d no rio is worth the helpful vote in martha .... in sp is not worth in boulos ???
1325943568725381120,"@carteiroreaca os números do boulos na pesquisa e piada , será mais um "" dilmasso""",neutral,"@carteiroreaca the numbers of boulos in the survey and joke, it will be another ""dilmasso"""
1325943560017940482,"@politicandoofc a tática da mídia tucana na cidade de são paulo é colocar guilherme boulos como um possível concorrente ao cargo de prefeito. a tática é gerar pânico na população e forçá-lá a dar um “voto útil” ao sucessor de joão doria na prefeitura paulistana, o bruno das covas.",positive,"@politicandoofc the tucana media tactic in the city of são paulo is to place guilherme boulos as a possible competitor for the position of mayor. the tactic is to generate panic in the population and force them to give a “useful vote” to the successor of joão doria in the city of paulistana, bruno das covas."
1325943559850168320,eitaaaaaa que ⁦@guilhermeboulos⁩ e ⁦@luizaerundina⁩ estão em segundo na pesquisa ibope de hoje vira vira...,neutral,eitaaaaaa that @guilhermeboulos and @luizaerundina are in second place in today's ibope survey turns into ...
1325943556889075712,"mano, pessoal de sp: votem no boulos pra prefeito, número 50!!!!!",neutral,"bro, people from sp: vote for mayor boulos, number 50 !!!!!"
1325943545526673411,"sabe qual é a imagem que vem a cabeça da classe média quanto se fala do boulos? de bandido e invasor de propriedades privadas. sabe quem construiu essa imagem: a mídia, ao longo de décadas.",negative,"do you know what is the image that comes to the head of the middle class when talking about boulos? criminal and invader of private property. knows who built this image: the media, for decades."
1325943518603468807,"não está na frente, é mentira. toda a esquerda junta, com pt, psol, pcdob, pco, somada a todos os demônios, nem chegam ao 2º turno. devem passar covinhas e russomano por causa do apoio do presidente, ou ainda o ex-governador márcio frança. boulos é um lixo!",negative,"it is not in front, it is a lie. all the left together, with pt, psol, pcdob, pco, plus all the demons, they don't even get to the 2nd round. they must go through dimples and Russomano because of the support of the president, or even the former governor marcio france. boulos sucks!"
1325943517068333058,@haddaddebochado hahahahahaha segundo pesquisas q n acertam nunca ! hahahahaha boulos no segundo turno hahahaha,positive,@haddaddebochado hahahahahaha according to research q n never get it right! hahahahaha boulos in the second round hahahaha
1325943513616355332,"@ladyrasta pro pt melhor frança, afinal não desafia a supremacia petista. mas se for boulos, vão vender caro o apoio.",positive,"@ladyrasta pro pt best france, after all it doesn't challenge the PT supremacy. but if it’s boulos, they’ll sell the support dearly."
1325943495429935105,"@ammattos comeca o ano sem trump, sem putin, com boulos. ia ser foda hein.",negative,"@ammattos starts the year without trump, without putin, with bulls. it was going to be bad huh."
1325943495144697857,"@joelpinheiro85 se boulos ganhar , isso vai ser muito ruim pra esquerda em 2022 pq vão ver o desastre q é um cara desses em um cargo politico como prefeito e etc",negative,"@ joelpinheiro85 if boulos wins, it will be very bad for the left in 2022 because they will see the disaster q is a guy like that in a political position as mayor and etc."
1325943494008037376,@guilhermeboulos vamos derrubar o #governofake do bruno covas. boulos prefeito de são paulo já.,negative,@guilhermeboulos let's take down #governofake by bruno covas. boulos mayor of são paulo already.
1325943460755623938,"@luanapsol @arthurmoledoval boulos é tão bom q mesmo sendo ex candidato a presidência, não consegue nem 1 terço do q o arthur tem.",positive,"@luanapsol @arthurmoledoval boulos is so good q even if he is a former presidential candidate, he can't even get a third of what q arthur has."
1325943451691732992,é @guilhermeboulos e @luizaerundina no 2° turno em são paulo! sai da frente que o celtinha está dando seta para a esquerda e jogando farol alto no retrovisor. #virasp50 #bouloserundina50 #boulos50,positive,is @guilhermeboulos and @luizaerundina in the 2nd shift in são paulo! get out of the way that the celtinha is giving an arrow to the left and throwing a high beam in the rearview mirror. # virasp50 # bouloserundina50 # boulos50
1325943446872449026,"@khr_sts quero que o cú dos paulistanos peguem fogo. se boulos tem 13% é pq tem muita gente que vai votar nele, um esquerdista, invasor de propriedade privada, lider de mtst. são paulo merece boulos para a prefeitura para terminar de foder a cidade e dar exemplo pra esses eleitores burros",negative,"@khr_sts i want the ass of paulistanos to catch fire. if boulos has 13% it is because there are many people who will vote for him, a leftist, invader of private property, leader of mtst. São Paulo deserves boulos for the city to finish fucking the city and set an example for these dumb voters"
1325943430107762689,"@tesoureiros bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@tesoureiros good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325943428878897154,"alowww sp, pelo amor de qualquer coisa. isso não! esse boulos nem pra síndico de condomínio,né...",positive,"alowww sp, for the love of anything. not that! this boulos not even for a condominium manager, right ..."
1325943417734623232,"@cartacapital nem sei qual a maior piada, o carta capital, o boulos, a erundina ou a sâmia kkkkkkk. disputa acirrada.",neutral,"@cartacapital I don't even know what the biggest joke is, the capital letter, the boulos, the erundina or the sâmia kkkkkkk. fierce dispute."
1325943417365524480,"@sergiorecife @bcpolitica defendo q pessoas de esquerda votem em seus respectivos candidatos no 1° turno, e se boulos chegar ao 2°, q votem em peso nele. acredito q ele possa chegar ao 2° mas não se eleger. são paulo, em sua maioria, é mt coxinha pra permitir. aqui as pessoas pobres nunca foram prioridade",positive,"@sergiorecife @bcpolitica I defend that people of the left vote for their respective candidates in the 1st round, and if boulos reach the 2nd, q vote in weight for him. I believe he can reach the 2nd but not get elected. most of são paulo is very coxinha to allow. poor people have never been a priority here"
1325943415041908738,boulos em segundo lugar nas pesquisas eu to muito feliz aaaaaaa,positive,boulos second in the polls i'm very happy aaaaaaa
1325943409706676226,boulos cotado pra segundo turno em sampaulo,negative,boulos tipped for second round in sampaulo
1325943406208626688,tão esperando o quê pra votarem no boulos gnt de sp? #virasp50 boulos é sempre melhor!,positive,what are you waiting for to vote for boulos gnt in sp? # virasp50 boulos is always better!
1325943400227549186,se o boulos for eleitos prefeito de são paulo eu posto as 2 nudes que to devendo +2 duas bonus pois estarei bêbada de felicidade,positive,if boulos are elected mayor of são paulo i post the 2 nudes who owe me +2 two bonuses because i will be drunk with happiness
1325943400080822279,"@alarissa eu ia votar no boulos, mas desisti de última hora por conta dessa história de que ciro teria mais chance. o arrependimento foi grande.",positive,"@alarissa i was going to vote for boulos, but i gave up at the last minute because of this story that ciro would have more chance. the regret was great."
1325943385014808577,@joelpinheiro85 os eleitores do boulos acham positivo mesmo.,positive,@ joelpinheiro85 the voters of the boulos find it really positive.
1325943377075068930,"@outrarosa cala a boca, burra. vc não sabe de absolutamente nada, tá falando groselha sem base em absolutamente nada, por isso vai votar no lixo do boulos",negative,"@outrarosa shut up, dumb. you don't know anything at all, you are talking about currant with no basis at all, so you will vote for boulos trash"
1325943371207233540,"acho inclusive que tatto deveria ter a grandeza de pedir que seus votos sejam dados ao boulos. garantir o segundo turno. essa pesquisa pode minar isso, a ignorância do paulistano pode mudar o cenário. minha simples opinião.",negative,"I even think that tatto should have the greatness to ask that their votes be given to the boulos. guarantee the second round. this research can undermine that, the ignorance of paulistano can change the scenario. my simple opinion."
1325943369143554049,"@guilhermeboulos agora é boulos e erundina, no segundo turno de virada será o próximo prefeito de sp. o prefeito de todos.",negative,"@guilhermeboulos is now boulos and erundina, in the second round of turn will be the next mayor of sp. the mayor of all."
1325943355084312586,vai dar russomano né?? que bosta! vou de boulos mas n acho q ele tem força pra um segundo turno,negative,will give Russomano right ?? that sucks! I'm going to boulos but I don't think he has the strength for a second round
1325943354702655488,"@r0b3rt0_crf @celsorussomanno @castellosp @douglasgarcia @majormecca @davilafrederico @andrepetros @steh_papaiano @rodrigoneves77 @caiquemafra38 @moura_101 se vendendo o seu rabo, seu vagabundo! vota no boulos ou no covas, depois não vem reclamar aqui!",neutral,"@ r0b3rt0_crf @celsorussomanno @castellosp @douglasgarcia @majormecca @davilafrederico @andrepetros @steh_papaiano @ rodrigoneves77 @ caiquemafra38 @ moura_101 if you sell your tail, you tramp! vote for boulos or covas, then don't complain here!"
1325943354438324225,"@96henrique exatamente! eu penso que voto (principalmente em eleições municipais) sempre deve ser uma questão de conjuntura mais do que ideológica. por ideologia: boulos, por conjuntura de segundo turno: a se pensar!",positive,"@ 96henrique exactly! I think that voting (especially in municipal elections) should always be a matter of the conjuncture rather than ideological. for ideology: boulos, for the second round: to think!"
1325943347056406528,@guilhermeboulos boulos você é apoiador do @jeanmagolol em sua corrida contra o tempo para ser rank 1 do servidor br de league of legends,negative,@guilhermeboulos boulos you are a supporter of @jeanmagolol in your race against time to be rank 1 of the league server of league of legends
1325943332149882880,a foto do perfil do atila no tt é muito parecida com a foto do perfil do boulos kkkkkk,neutral,the profile photo of atila on tt is very similar to the profile photo of boulos kkkkkk
1325943331759796225,aaaaaaaaa meu boulos está vivo,positive,aaaaaaaaa my boulos is alive
1325943330371473408,amo o pt e o que ele representa mas puta que pariu custa ajudar o caralho do boulos em sp????????,negative,love the pt and what it stands for but what the hell does it cost to help fucking boulos in sp ????????
1325943323606061058,"@tesoureiros @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@tesoureiros @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325943322838511622,"com esse ibope para o boulos, essa #virada40 me causa ainda mais impressão do #tsunamiciro quando achávamos que íamos e nada aconteceu. e nesse cenário, mesmo curtindo ciro e pdt, eu acho o boulos mais interessante. e todo mundo vai perder pro covas de acordo com o ibope mesmo.",positive,"with this ibope for boulos, this # turn40 makes me even more impressed of #tsunamiciro when we thought we were going and nothing happened. and in this scenario, even enjoying ciro and pdt, i find boulos more interesting. and everyone will lose to pits according to ibope."
1325943322167439362,vai ter boulos em sp!!!!!!!!! arrasa nem!,neutral,will have boulos in sp !!!!!!!!! rock it!
1325943320288358402,"se bruno continuar crescendo assim, pode ganhar no primeiro turno, que nem doria (números parecidos). boulos estagnou e tem frança em seu cangote. perde feio pra bruno na segunda volta. jilmar continua crescendo + lentamente do que precisa); pode chegar a 12% - marinho em 2018",negative,"if bruno continues to grow like that, he can win in the first round, like doria (similar numbers). boulos has stagnated and has france in its neck. loses badly to Bruno on the second lap. jilmar continues to grow + slowly than he needs); may reach 12% - marine in 2018"
1325943315548823559,ai boulos não me faz sonhar o tombo doi demais,positive,ai boulos does not make me dream the fall hurts too much
1325943313871073280,@marapiovani ainda bem que o boulos não tem chance,positive,@marapiovani glad that boulos has no chance
1325943313548136448,"bruno covas disparou, disparou, bruno covas (psdb): 32% guilherme boulos (psol): 13% celso russomanno (republicanos): 12% márcio frança (psb): 10% jilmar tatto (pt): 6% arthur do val - (patriota): 5% joice hasselmann (psl): 2%",neutral,"bruno covas fired, fired, bruno covas (psdb): 32% guilherme boulos (psol): 13% celso russomanno (republicans): 12% márcio france (psb): 10% jilmar tatto (en): 6% arthur do val - (patriot): 5% joice hasselmann (psl): 2%"
1325943301959245832,grande dia! #virasp50 #bouloserundina50 boulos no segundo turno em são paulo!,positive,great day! # virasp50 # bouloserundina50 boulos in the second round in são paulo!
1325943297513299968,"@somoslivressim exatamente, pesquise nas grandes mídias, parecem que trabalham em sintonia, não mudam nem o enunciado mais das matérias, simpliesmente ctrl/c ctrl/v, eles implantam os candidatos que eles querem que ganhe ! só comunista? manuela, boulos, eduado paes...",positive,"@somoslivressim exactly, search in the mainstream media, they seem to work in tune, they don't even change the wording of the materials, simply ctrl / c ctrl / v, they implant the candidates that they want to win! only communist? manuela, boulos, eduado paes ..."
1325943291184107520,"bora eleger o boulos povo de são paulo! já vou adiantando, vai governar são paulo por 8 anos e em 2030 vai ser eleito presidente deste país, e vai ser o melhor, escreve aí",positive,"Let's choose the people of São Paulo! I’m going ahead, I’ll rule São Paulo for 8 years and in 2030 I’ll be elected President of this country, and it will be the best, write there"
1325943289435070466,domingo é 50! domingo é boulos!,neutral,Sunday is 50! Sunday is boulos!
1325943289154064385,"@guilhermeboulos boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina.",neutral,"@guilhermeboulos boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina."
1325943283357519872,@btskingofpt vai toma no cu com boulos junto,neutral,@btskingofpt will take in ass with boulos together
1325943282220855301,o boulos tá deixando a gente sonhar.,neutral,the boulos are letting us dream.
1325943275388248064,@leilagermano boulos em segundo lugar? e tetraaaaaaa,neutral,@leilagermano boulos in second place? and tetraaaaaaa
1325943273601511425,@joelpinheiro85 seria a maior tragédia da historia boulos ser prefeito da cidade mais importante da américa latina,positive,@ joelpinheiro85 would be the greatest tragedy in history boulos being mayor of the most important city in latin america
